_id,event_id,user_id,product_id,action,preference_id,createdAt,updatedAt
EV00229,EV00229,U049,SOULED_286025,AddToCart,,2026-08-15T04:47:04.907965,2026-08-15T04:47:04.907965
EV00230,EV00230,U033,SOULED_286025,Purchase,,2026-08-14T15:20:52.942456,2026-08-14T15:20:52.942456
EV00231,EV00231,U005,SOULED_286025,Likes,,2026-08-15T05:45:35.060524,2026-08-15T05:45:35.060524
EV00232,EV00232,U015,SOULED_286025,DisLikes,,2026-08-17T22:02:02.317317,2026-08-17T22:02:02.317317
EV00233,EV00233,U003,SOULED_286025,Purchase,,2026-08-14T08:12:53.442141,2026-08-14T08:12:53.442141
EV00234,EV00234,U018,SOULED_286025,Likes,,2026-08-16T07:51:55.536967,2026-08-16T07:51:55.536967
EV00235,EV00235,U013,SOULED_286025,Likes,,2026-08-12T07:48:18.431420,2026-08-12T07:48:18.431420
EV00236,EV00236,U069,SOULED_286025,Likes,,2026-08-16T12:58:36.994251,2026-08-16T12:58:36.994251
EV00237,EV00237,U021,SOULED_286025,Likes,,2026-08-16T17:47:36.451930,2026-08-16T17:47:36.451930
EV00238,EV00238,U024,SOULED_286025,AddToCart,,2026-08-14T07:44:07.582926,2026-08-14T07:44:07.582926
EV00239,EV00239,U024,SOULED_286025,DisLikes,,2026-08-15T09:14:15.749126,2026-08-15T09:14:15.749126
EV00240,EV00240,U018,SOULED_286025,AddToCart,,2026-08-12T11:44:36.808664,2026-08-12T11:44:36.808664
EV00241,EV00241,U066,SOULED_286025,Purchase,,2026-08-13T07:32:36.322088,2026-08-13T07:32:36.322088
EV00242,EV00242,U001,SOULED_286025,AddToCart,,2026-08-17T20:32:41.576098,2026-08-17T20:32:41.576098
EV00243,EV00243,U049,SOULED_286025,Likes,,2026-08-14T20:54:00.454007,2026-08-14T20:54:00.454007
EV00244,EV00244,U015,SOULED_286025,DisLikes,,2026-08-12T00:53:34.222633,2026-08-12T00:53:34.222633
EV00245,EV00245,U067,SOULED_286025,Likes,,2026-08-13T15:25:05.145185,2026-08-13T15:25:05.145185
EV00246,EV00246,U009,SOULED_286025,AddToCart,,2026-08-16T06:37:08.514121,2026-08-16T06:37:08.514121
EV00247,EV00247,U046,SOULED_286025,Likes,,2026-08-13T08:18:15.365714,2026-08-13T08:18:15.365714
EV00248,EV00248,U077,SOULED_286025,Likes,,2026-08-11T22:19:35.439618,2026-08-11T22:19:35.439618
EV00249,EV00249,U053,SOULED_286025,Purchase,,2026-08-15T19:59:50.867191,2026-08-15T19:59:50.867191
EV00250,EV00250,U019,SOULED_286025,AddToCart,,2026-08-18T01:19:26.981131,2026-08-18T01:19:26.981131
EV00251,EV00251,U050,SOULED_286025,AddToCart,,2026-08-12T08:15:19.276475,2026-08-12T08:15:19.276475
EV00252,EV00252,U044,SOULED_286025,AddToCart,,2026-08-18T09:07:58.958355,2026-08-18T09:07:58.958355
EV00253,EV00253,U070,SOULED_286025,Likes,,2026-08-17T21:19:54.468324,2026-08-17T21:19:54.468324
EV00254,EV00254,U037,SOULED_286025,DisLikes,,2026-08-13T18:45:46.544503,2026-08-13T18:45:46.544503
EV00255,EV00255,U072,SOULED_286025,AddToCart,,2026-08-13T14:29:29.223641,2026-08-13T14:29:29.223641
EV00256,EV00256,U039,SOULED_286025,AddToCart,,2026-08-18T07:10:32.841205,2026-08-18T07:10:32.841205
EV00257,EV00257,U079,SOULED_286025,DisLikes,,2026-08-12T19:07:14.221027,2026-08-12T19:07:14.221027
EV00258,EV00258,U026,SOULED_286025,Likes,,2026-08-15T03:10:44.968920,2026-08-15T03:10:44.968920
EV00259,EV00259,U026,SOULED_286025,Likes,,2026-08-15T21:39:55.582826,2026-08-15T21:39:55.582826
EV00260,EV00260,U065,SOULED_286025,Purchase,,2026-08-14T01:33:34.042541,2026-08-14T01:33:34.042541
EV00261,EV00261,U018,SOULED_286025,AddToCart,,2026-08-16T06:22:04.578118,2026-08-16T06:22:04.578118
EV00262,EV00262,U058,SOULED_286025,AddToCart,,2026-08-16T14:22:44.626095,2026-08-16T14:22:44.626095
EV00263,EV00263,U023,SOULED_286025,Likes,,2026-08-16T18:18:54.786180,2026-08-16T18:18:54.786180
EV00264,EV00264,U040,SOULED_286025,Purchase,,2026-08-17T08:33:04.959987,2026-08-17T08:33:04.959987
EV00265,EV00265,U004,SOULED_286025,Likes,,2026-08-13T18:02:52.647978,2026-08-13T18:02:52.647978
EV00266,EV00266,U034,SOULED_286025,AddToCart,,2026-08-11T20:10:18.295218,2026-08-11T20:10:18.295218
EV00267,EV00267,U008,SOULED_286025,Likes,,2026-08-17T16:50:14.762732,2026-08-17T16:50:14.762732
EV00268,EV00268,U031,SOULED_286025,DisLikes,,2026-08-11T20:21:41.776507,2026-08-11T20:21:41.776507
EV00269,EV00269,U039,SOULED_286025,DisLikes,,2026-08-15T23:07:55.310527,2026-08-15T23:07:55.310527
EV00270,EV00270,U070,SOULED_286025,Purchase,,2026-08-15T06:04:11.561441,2026-08-15T06:04:11.561441
EV00271,EV00271,U020,SOULED_286025,Likes,,2026-08-18T04:12:18.238719,2026-08-18T04:12:18.238719
EV00272,EV00272,U018,BEWAKOOF_629070,Likes,,2026-08-15T13:11:28.983458,2026-08-15T13:11:28.983458
EV00273,EV00273,U019,BEWAKOOF_629070,DisLikes,,2026-08-16T07:08:28.812503,2026-08-16T07:08:28.812503
EV00274,EV00274,U014,BEWAKOOF_629070,Purchase,,2026-08-13T12:26:46.626812,2026-08-13T12:26:46.626812
EV00275,EV00275,U070,BEWAKOOF_629070,DisLikes,,2026-08-16T16:43:46.545054,2026-08-16T16:43:46.545054
EV00276,EV00276,U028,BEWAKOOF_629070,Likes,,2026-08-16T10:04:14.638967,2026-08-16T10:04:14.638967
EV00277,EV00277,U024,BEWAKOOF_629070,Purchase,,2026-08-15T00:44:43.451679,2026-08-15T00:44:43.451679
EV00278,EV00278,U018,BEWAKOOF_629070,DisLikes,,2026-08-14T04:31:31.395923,2026-08-14T04:31:31.395923
EV00279,EV00279,U044,BEWAKOOF_629070,Likes,,2026-08-16T23:46:29.086353,2026-08-16T23:46:29.086353
EV00280,EV00280,U018,BEWAKOOF_629070,Likes,,2026-08-12T16:28:42.824104,2026-08-12T16:28:42.824104
EV00281,EV00281,U033,BEWAKOOF_629070,Likes,,2026-08-14T19:31:53.750994,2026-08-14T19:31:53.750994
EV00282,EV00282,U047,BEWAKOOF_629070,AddToCart,,2026-08-15T15:37:19.305357,2026-08-15T15:37:19.305357
EV00283,EV00283,U054,BEWAKOOF_629070,Likes,,2026-08-11T20:49:52.828466,2026-08-11T20:49:52.828466
EV00284,EV00284,U077,BEWAKOOF_629070,AddToCart,,2026-08-12T11:52:11.492004,2026-08-12T11:52:11.492004
EV00285,EV00285,U070,BEWAKOOF_629070,AddToCart,,2026-08-17T08:56:43.431253,2026-08-17T08:56:43.431253
EV00286,EV00286,U020,BEWAKOOF_629070,Likes,,2026-08-14T04:36:35.192201,2026-08-14T04:36:35.192201
EV00287,EV00287,U073,BEWAKOOF_629070,Purchase,,2026-08-15T03:29:19.657582,2026-08-15T03:29:19.657582
EV00288,EV00288,U065,BEWAKOOF_629070,Likes,,2026-08-12T02:31:53.272641,2026-08-12T02:31:53.272641
EV00289,EV00289,U017,BEWAKOOF_629070,Likes,,2026-08-18T08:27:45.211102,2026-08-18T08:27:45.211102
EV00290,EV00290,U055,BEWAKOOF_629070,Likes,,2026-08-15T12:53:29.165226,2026-08-15T12:53:29.165226
EV00291,EV00291,U075,BEWAKOOF_629070,Likes,,2026-08-16T12:09:18.903547,2026-08-16T12:09:18.903547
EV00292,EV00292,U077,BEWAKOOF_629070,Likes,,2026-08-16T00:24:55.987843,2026-08-16T00:24:55.987843
EV00293,EV00293,U031,BEWAKOOF_629070,Likes,,2026-08-13T21:13:19.572410,2026-08-13T21:13:19.572410
EV00294,EV00294,U023,BEWAKOOF_629070,Likes,,2026-08-15T22:50:43.223392,2026-08-15T22:50:43.223392
EV00295,EV00295,U051,BEWAKOOF_629070,Likes,,2026-08-18T14:53:44.301027,2026-08-18T14:53:44.301027
EV00296,EV00296,U060,BEWAKOOF_629070,AddToCart,,2026-08-18T14:57:55.551113,2026-08-18T14:57:55.551113
EV00297,EV00297,U035,BEWAKOOF_629070,Likes,,2026-08-15T07:16:47.781137,2026-08-15T07:16:47.781137
EV00298,EV00298,U053,BEWAKOOF_629070,Likes,,2026-08-13T07:46:32.970080,2026-08-13T07:46:32.970080
EV00299,EV00299,U043,BEWAKOOF_629070,AddToCart,,2026-08-16T20:40:40.023773,2026-08-16T20:40:40.023773
EV00300,EV00300,U078,BEWAKOOF_629070,Likes,,2026-08-15T08:51:10.654908,2026-08-15T08:51:10.654908
EV00301,EV00301,U057,BEWAKOOF_629070,AddToCart,,2026-08-17T01:54:56.870608,2026-08-17T01:54:56.870608
EV00302,EV00302,U046,BEWAKOOF_629070,Purchase,,2026-08-18T07:14:24.570829,2026-08-18T07:14:24.570829
EV00303,EV00303,U012,BEWAKOOF_629070,Likes,,2026-08-13T19:02:25.419401,2026-08-13T19:02:25.419401
EV00304,EV00304,U012,BEWAKOOF_629070,Likes,,2026-08-17T16:36:41.580055,2026-08-17T16:36:41.580055
EV00305,EV00305,U041,BEWAKOOF_629070,Purchase,,2026-08-18T13:39:19.692984,2026-08-18T13:39:19.692984
EV00306,EV00306,U029,BEWAKOOF_629070,Likes,,2026-08-17T21:06:42.975218,2026-08-17T21:06:42.975218
EV00307,EV00307,U051,BEWAKOOF_629070,DisLikes,,2026-08-16T23:43:52.308338,2026-08-16T23:43:52.308338
EV00308,EV00308,U006,BEWAKOOF_629070,DisLikes,,2026-08-12T20:32:19.753103,2026-08-12T20:32:19.753103
EV00309,EV00309,U012,BEWAKOOF_629070,Likes,,2026-08-12T19:53:48.375247,2026-08-12T19:53:48.375247
EV00310,EV00310,U025,BEWAKOOF_628257,Likes,,2026-08-13T09:01:23.825723,2026-08-13T09:01:23.825723
EV00311,EV00311,U058,BEWAKOOF_628257,Likes,,2026-08-12T09:13:10.336596,2026-08-12T09:13:10.336596
EV00312,EV00312,U057,BEWAKOOF_628257,Likes,,2026-08-14T12:41:16.064590,2026-08-14T12:41:16.064590
EV00313,EV00313,U060,BEWAKOOF_628257,Likes,,2026-08-13T02:27:32.621144,2026-08-13T02:27:32.621144
EV00314,EV00314,U071,BEWAKOOF_628257,Likes,,2026-08-13T04:44:06.071413,2026-08-13T04:44:06.071413
EV00315,EV00315,U058,BEWAKOOF_628257,Likes,,2026-08-15T19:35:51.389377,2026-08-15T19:35:51.389377
EV00316,EV00316,U076,BEWAKOOF_628257,Likes,,2026-08-18T02:25:09.756897,2026-08-18T02:25:09.756897
EV00317,EV00317,U054,BEWAKOOF_628257,Likes,,2026-08-18T12:03:37.057474,2026-08-18T12:03:37.057474
EV00318,EV00318,U076,BEWAKOOF_628257,Likes,,2026-08-13T16:49:00.295334,2026-08-13T16:49:00.295334
EV00319,EV00319,U011,BEWAKOOF_628257,AddToCart,,2026-08-16T11:24:26.168898,2026-08-16T11:24:26.168898
EV00320,EV00320,U038,BEWAKOOF_628257,Purchase,,2026-08-14T14:15:12.676422,2026-08-14T14:15:12.676422
EV00321,EV00321,U030,BEWAKOOF_628257,Likes,,2026-08-13T22:03:12.574770,2026-08-13T22:03:12.574770
EV00322,EV00322,U068,BEWAKOOF_628257,Likes,,2026-08-15T04:22:35.391967,2026-08-15T04:22:35.391967
EV00323,EV00323,U023,BEWAKOOF_628257,Likes,,2026-08-18T12:27:39.034789,2026-08-18T12:27:39.034789
EV00324,EV00324,U063,BEWAKOOF_628257,Purchase,,2026-08-14T15:45:12.992169,2026-08-14T15:45:12.992169
EV00325,EV00325,U022,BEWAKOOF_628257,Purchase,,2026-08-12T15:29:18.966069,2026-08-12T15:29:18.966069
EV00326,EV00326,U025,BEWAKOOF_628257,DisLikes,,2026-08-14T09:41:24.746616,2026-08-14T09:41:24.746616
EV00327,EV00327,U032,BEWAKOOF_628257,Likes,,2026-08-14T14:07:59.638424,2026-08-14T14:07:59.638424
EV00328,EV00328,U069,BEWAKOOF_628257,Likes,,2026-08-14T02:51:49.362666,2026-08-14T02:51:49.362666
EV00329,EV00329,U036,BEWAKOOF_628257,Likes,,2026-08-14T13:56:46.243097,2026-08-14T13:56:46.243097
EV00330,EV00330,U024,BEWAKOOF_628257,Likes,,2026-08-12T16:32:53.029712,2026-08-12T16:32:53.029712
EV00331,EV00331,U014,BEWAKOOF_628257,DisLikes,,2026-08-14T20:49:43.685631,2026-08-14T20:49:43.685631
EV00332,EV00332,U074,BEWAKOOF_628257,Likes,,2026-08-14T00:34:44.248970,2026-08-14T00:34:44.248970
EV00333,EV00333,U078,BEWAKOOF_628257,DisLikes,,2026-08-13T11:23:31.767209,2026-08-13T11:23:31.767209
EV00334,EV00334,U064,BEWAKOOF_628257,Purchase,,2026-08-15T18:44:29.086661,2026-08-15T18:44:29.086661
EV00335,EV00335,U003,BEWAKOOF_628257,Likes,,2026-08-13T05:15:17.302597,2026-08-13T05:15:17.302597
EV00336,EV00336,U007,BEWAKOOF_628257,DisLikes,,2026-08-15T20:35:14.500435,2026-08-15T20:35:14.500435
EV00337,EV00337,U041,BEWAKOOF_628257,Purchase,,2026-08-15T22:42:05.346331,2026-08-15T22:42:05.346331
EV00338,EV00338,U052,BEWAKOOF_628257,AddToCart,,2026-08-17T14:47:19.695651,2026-08-17T14:47:19.695651
EV00339,EV00339,U047,BEWAKOOF_628257,Likes,,2026-08-17T06:36:05.088332,2026-08-17T06:36:05.088332
EV00340,EV00340,U074,BEWAKOOF_628257,AddToCart,,2026-08-12T10:13:59.386162,2026-08-12T10:13:59.386162
EV00341,EV00341,U056,BEWAKOOF_628257,Likes,,2026-08-13T15:27:37.073671,2026-08-13T15:27:37.073671
EV00342,EV00342,U060,BEWAKOOF_628257,AddToCart,,2026-08-16T01:18:18.960612,2026-08-16T01:18:18.960612
EV00343,EV00343,U077,BEWAKOOF_628257,AddToCart,,2026-08-13T15:50:42.990997,2026-08-13T15:50:42.990997
EV00344,EV00344,U002,BEWAKOOF_628257,AddToCart,,2026-08-14T18:09:12.482872,2026-08-14T18:09:12.482872
EV00345,EV00345,U063,BEWAKOOF_628257,Purchase,,2026-08-12T17:54:18.821698,2026-08-12T17:54:18.821698
EV00346,EV00346,U077,BEWAKOOF_628257,AddToCart,,2026-08-17T22:52:08.797419,2026-08-17T22:52:08.797419
EV00347,EV00347,U011,BEWAKOOF_628257,AddToCart,,2026-08-18T11:23:24.731631,2026-08-18T11:23:24.731631
EV00348,EV00348,U026,BEWAKOOF_628257,Purchase,,2026-08-16T01:36:59.957397,2026-08-16T01:36:59.957397
EV00349,EV00349,U053,BEWAKOOF_628257,Purchase,,2026-08-15T22:45:47.048114,2026-08-15T22:45:47.048114
EV00350,EV00350,U063,BEWAKOOF_628257,Likes,,2026-08-14T11:49:12.411950,2026-08-14T11:49:12.411950
EV00351,EV00351,U065,BEWAKOOF_628257,Likes,,2026-08-14T12:57:25.295433,2026-08-14T12:57:25.295433
EV00352,EV00352,U003,BEWAKOOF_628257,Purchase,,2026-08-15T10:50:51.996427,2026-08-15T10:50:51.996427
EV00353,EV00353,U062,BEWAKOOF_628257,Likes,,2026-08-15T22:50:54.265587,2026-08-15T22:50:54.265587
EV00354,EV00354,U053,BEWAKOOF_628257,Likes,,2026-08-17T12:35:09.735994,2026-08-17T12:35:09.735994
EV00355,EV00355,U018,BEWAKOOF_628257,Likes,,2026-08-12T03:19:38.096817,2026-08-12T03:19:38.096817
EV00356,EV00356,U025,BEWAKOOF_628257,Likes,,2026-08-17T23:01:19.874761,2026-08-17T23:01:19.874761
EV00357,EV00357,U054,BEWAKOOF_628257,Purchase,,2026-08-16T17:46:42.840571,2026-08-16T17:46:42.840571
EV00358,EV00358,U004,URBANIC_1533911,Likes,,2026-08-15T01:58:27.332701,2026-08-15T01:58:27.332701
EV00359,EV00359,U017,URBANIC_1533911,Likes,,2026-08-16T20:49:33.905289,2026-08-16T20:49:33.905289
EV00360,EV00360,U078,URBANIC_1533911,Likes,,2026-08-12T02:36:13.059117,2026-08-12T02:36:13.059117
EV00361,EV00361,U012,URBANIC_1533911,DisLikes,,2026-08-15T06:17:59.987850,2026-08-15T06:17:59.987850
EV00362,EV00362,U020,URBANIC_1533911,Likes,,2026-08-16T15:03:34.409146,2026-08-16T15:03:34.409146
EV00363,EV00363,U066,URBANIC_1533911,AddToCart,,2026-08-12T16:05:14.872391,2026-08-12T16:05:14.872391
EV00364,EV00364,U030,URBANIC_1533911,Purchase,,2026-08-11T22:50:39.926342,2026-08-11T22:50:39.926342
EV00365,EV00365,U066,URBANIC_1533911,Purchase,,2026-08-18T03:26:43.056012,2026-08-18T03:26:43.056012
EV00366,EV00366,U001,URBANIC_1533911,Likes,,2026-08-14T20:56:01.217772,2026-08-14T20:56:01.217772
EV00367,EV00367,U074,URBANIC_1533911,Likes,,2026-08-12T21:07:57.371352,2026-08-12T21:07:57.371352
EV00368,EV00368,U006,URBANIC_1533911,DisLikes,,2026-08-17T12:11:16.291295,2026-08-17T12:11:16.291295
EV00369,EV00369,U041,URBANIC_1533911,Likes,,2026-08-17T13:00:13.479082,2026-08-17T13:00:13.479082
EV00370,EV00370,U035,URBANIC_1533911,DisLikes,,2026-08-13T15:11:36.758744,2026-08-13T15:11:36.758744
EV00371,EV00371,U051,URBANIC_1533911,Likes,,2026-08-16T02:34:41.650658,2026-08-16T02:34:41.650658
EV00372,EV00372,U031,URBANIC_1533911,AddToCart,,2026-08-13T09:07:07.172681,2026-08-13T09:07:07.172681
EV00373,EV00373,U009,URBANIC_1533911,Likes,,2026-08-12T05:30:27.090889,2026-08-12T05:30:27.090889
EV00374,EV00374,U051,URBANIC_1533911,Purchase,,2026-08-17T22:46:55.550268,2026-08-17T22:46:55.550268
EV00375,EV00375,U020,URBANIC_1533911,Likes,,2026-08-12T21:01:16.930489,2026-08-12T21:01:16.930489
EV00376,EV00376,U019,URBANIC_1533911,Likes,,2026-08-15T13:44:58.664097,2026-08-15T13:44:58.664097
EV00377,EV00377,U049,URBANIC_1533911,Likes,,2026-08-13T19:15:16.739311,2026-08-13T19:15:16.739311
EV00378,EV00378,U064,URBANIC_1533911,AddToCart,,2026-08-16T07:47:21.452937,2026-08-16T07:47:21.452937
EV00379,EV00379,U056,URBANIC_1533911,DisLikes,,2026-08-16T22:37:36.269601,2026-08-16T22:37:36.269601
EV00380,EV00380,U068,URBANIC_1533911,Likes,,2026-08-12T05:45:20.030770,2026-08-12T05:45:20.030770
EV00381,EV00381,U071,URBANIC_1533911,Purchase,,2026-08-13T08:18:06.208746,2026-08-13T08:18:06.208746
EV00382,EV00382,U013,URBANIC_1533911,Likes,,2026-08-15T00:42:43.826204,2026-08-15T00:42:43.826204
EV00383,EV00383,U027,URBANIC_1533911,DisLikes,,2026-08-15T16:14:45.496478,2026-08-15T16:14:45.496478
EV00384,EV00384,U040,URBANIC_1533911,Likes,,2026-08-12T03:45:34.246946,2026-08-12T03:45:34.246946
EV00385,EV00385,U029,URBANIC_1533911,Likes,,2026-08-12T03:36:12.690008,2026-08-12T03:36:12.690008
EV00386,EV00386,U035,URBANIC_1533911,DisLikes,,2026-08-17T05:16:01.959311,2026-08-17T05:16:01.959311
EV00387,EV00387,U065,URBANIC_1533911,Likes,,2026-08-18T10:15:42.333886,2026-08-18T10:15:42.333886
EV00388,EV00388,U068,URBANIC_1533911,Purchase,,2026-08-16T10:41:32.936844,2026-08-16T10:41:32.936844
EV00389,EV00389,U049,URBANIC_1533911,DisLikes,,2026-08-15T11:16:34.897174,2026-08-15T11:16:34.897174
EV00390,EV00390,U066,URBANIC_1533911,DisLikes,,2026-08-17T08:36:33.375260,2026-08-17T08:36:33.375260
EV00391,EV00391,U004,URBANIC_1533911,Purchase,,2026-08-13T01:37:07.760979,2026-08-13T01:37:07.760979
EV00392,EV00392,U011,URBANIC_1533911,Likes,,2026-08-17T14:13:01.633208,2026-08-17T14:13:01.633208
EV00393,EV00393,U072,URBANIC_1533911,Purchase,,2026-08-16T07:27:08.270172,2026-08-16T07:27:08.270172
EV00394,EV00394,U030,URBANIC_1533911,Likes,,2026-08-13T05:30:40.605443,2026-08-13T05:30:40.605443
EV00395,EV00395,U017,URBANIC_1533911,DisLikes,,2026-08-13T12:37:47.314691,2026-08-13T12:37:47.314691
EV00396,EV00396,U035,URBANIC_1533911,Likes,,2026-08-12T08:24:18.826129,2026-08-12T08:24:18.826129
EV00397,EV00397,U078,URBANIC_1533911,Likes,,2026-08-14T06:52:46.700784,2026-08-14T06:52:46.700784
EV00398,EV00398,U068,URBANIC_1533911,Purchase,,2026-08-16T17:19:27.755318,2026-08-16T17:19:27.755318
EV00399,EV00399,U032,URBANIC_1533911,Likes,,2026-08-15T12:22:41.885356,2026-08-15T12:22:41.885356
EV00400,EV00400,U025,URBANIC_1533911,Likes,,2026-08-14T07:58:41.201688,2026-08-14T07:58:41.201688
EV00401,EV00401,U037,URBANIC_1533911,Likes,,2026-08-12T08:43:13.248485,2026-08-12T08:43:13.248485
EV00402,EV00402,U033,URBANIC_1533911,AddToCart,,2026-08-15T11:54:54.862795,2026-08-15T11:54:54.862795
EV00403,EV00403,U030,URBANIC_1533911,DisLikes,,2026-08-14T13:17:46.984022,2026-08-14T13:17:46.984022
EV00404,EV00404,U075,URBANIC_1533911,Purchase,,2026-08-16T07:14:08.880609,2026-08-16T07:14:08.880609
EV00405,EV00405,U070,URBANIC_1533911,Likes,,2026-08-14T00:30:06.177352,2026-08-14T00:30:06.177352
EV00406,EV00406,U075,URBANIC_1533911,Likes,,2026-08-15T13:47:11.802898,2026-08-15T13:47:11.802898
EV00407,EV00407,U017,URBANIC_1533911,Purchase,,2026-08-13T12:49:44.069010,2026-08-13T12:49:44.069010
EV00408,EV00408,U032,URBANIC_1533911,DisLikes,,2026-08-14T03:27:19.315290,2026-08-14T03:27:19.315290
EV00409,EV00409,U038,URBANIC_1533911,Likes,,2026-08-12T04:31:43.884484,2026-08-12T04:31:43.884484
EV00410,EV00410,U026,URBANIC_1533911,AddToCart,,2026-08-15T21:22:27.067276,2026-08-15T21:22:27.067276
EV00411,EV00411,U030,BONKERS_14702758953324,AddToCart,,2026-08-15T04:06:31.007163,2026-08-15T04:06:31.007163
EV00412,EV00412,U017,BONKERS_14702758953324,Purchase,,2026-08-15T18:44:12.283573,2026-08-15T18:44:12.283573
EV00413,EV00413,U063,BONKERS_14702758953324,Likes,,2026-08-15T20:33:19.794281,2026-08-15T20:33:19.794281
EV00414,EV00414,U011,BONKERS_14702758953324,Likes,,2026-08-17T18:38:05.860601,2026-08-17T18:38:05.860601
EV00415,EV00415,U014,BONKERS_14702758953324,DisLikes,,2026-08-14T04:11:10.218369,2026-08-14T04:11:10.218369
EV00416,EV00416,U039,BONKERS_14702758953324,DisLikes,,2026-08-18T11:56:26.818032,2026-08-18T11:56:26.818032
EV00417,EV00417,U069,BONKERS_14702758953324,Likes,,2026-08-13T08:10:20.476227,2026-08-13T08:10:20.476227
EV00418,EV00418,U014,BONKERS_14702758953324,AddToCart,,2026-08-16T22:54:30.344772,2026-08-16T22:54:30.344772
EV00419,EV00419,U008,BONKERS_14702758953324,Likes,,2026-08-16T18:15:42.388158,2026-08-16T18:15:42.388158
EV00420,EV00420,U013,BONKERS_14702758953324,Likes,,2026-08-16T16:53:45.879208,2026-08-16T16:53:45.879208
EV00421,EV00421,U013,BONKERS_14702758953324,Purchase,,2026-08-17T06:06:54.034896,2026-08-17T06:06:54.034896
EV00422,EV00422,U033,BONKERS_14702758953324,DisLikes,,2026-08-13T20:41:58.700197,2026-08-13T20:41:58.700197
EV00423,EV00423,U060,BONKERS_14702758953324,DisLikes,,2026-08-16T21:31:59.575883,2026-08-16T21:31:59.575883
EV00424,EV00424,U059,BONKERS_14702758953324,DisLikes,,2026-08-16T10:51:45.032691,2026-08-16T10:51:45.032691
EV00425,EV00425,U050,BONKERS_14702758953324,Likes,,2026-08-13T23:18:17.505498,2026-08-13T23:18:17.505498
EV00426,EV00426,U027,BONKERS_14702758953324,Likes,,2026-08-15T21:52:35.899167,2026-08-15T21:52:35.899167
EV00427,EV00427,U033,BONKERS_14702758953324,DisLikes,,2026-08-15T14:42:54.675385,2026-08-15T14:42:54.675385
EV00428,EV00428,U045,BONKERS_14702758953324,Purchase,,2026-08-12T19:47:47.099326,2026-08-12T19:47:47.099326
EV00429,EV00429,U074,BONKERS_14702758953324,DisLikes,,2026-08-15T07:13:38.453061,2026-08-15T07:13:38.453061
EV00430,EV00430,U021,BONKERS_14702758953324,DisLikes,,2026-08-16T08:38:22.948436,2026-08-16T08:38:22.948436
EV00431,EV00431,U021,BONKERS_14702758953324,Purchase,,2026-08-12T08:23:25.254055,2026-08-12T08:23:25.254055
EV00432,EV00432,U028,BONKERS_14702758953324,AddToCart,,2026-08-11T23:31:25.332837,2026-08-11T23:31:25.332837
EV00433,EV00433,U077,BONKERS_14702758953324,AddToCart,,2026-08-13T10:42:43.069170,2026-08-13T10:42:43.069170
EV00434,EV00434,U041,BONKERS_14702758953324,Likes,,2026-08-15T12:40:25.206679,2026-08-15T12:40:25.206679
EV00435,EV00435,U074,BONKERS_14702758953324,DisLikes,,2026-08-16T15:56:58.633637,2026-08-16T15:56:58.633637
EV00436,EV00436,U013,BONKERS_14702758953324,Likes,,2026-08-14T15:32:15.973491,2026-08-14T15:32:15.973491
EV00437,EV00437,U051,BONKERS_14702758953324,Likes,,2026-08-13T01:59:10.769037,2026-08-13T01:59:10.769037
EV00438,EV00438,U068,BONKERS_14702758953324,AddToCart,,2026-08-17T11:47:53.178199,2026-08-17T11:47:53.178199
EV00439,EV00439,U039,BONKERS_14702758953324,Likes,,2026-08-13T05:00:46.433821,2026-08-13T05:00:46.433821
EV00440,EV00440,U005,BONKERS_14702758953324,AddToCart,,2026-08-17T16:35:28.904725,2026-08-17T16:35:28.904725
EV00441,EV00441,U079,BONKERS_14702758953324,Likes,,2026-08-15T23:30:30.427031,2026-08-15T23:30:30.427031
EV00442,EV00442,U022,BONKERS_14702758953324,Purchase,,2026-08-17T07:44:09.039535,2026-08-17T07:44:09.039535
EV00443,EV00443,U051,BONKERS_14702758953324,Likes,,2026-08-14T10:02:12.347622,2026-08-14T10:02:12.347622
EV00444,EV00444,U045,BONKERS_14702758953324,Purchase,,2026-08-11T23:05:47.960576,2026-08-11T23:05:47.960576
EV00445,EV00445,U012,BONKERS_14702758953324,Likes,,2026-08-13T06:07:05.625577,2026-08-13T06:07:05.625577
EV00446,EV00446,U078,BONKERS_14702758953324,Likes,,2026-08-12T14:45:33.480559,2026-08-12T14:45:33.480559
EV00447,EV00447,U045,BONKERS_14702758953324,Likes,,2026-08-12T23:17:52.394521,2026-08-12T23:17:52.394521
EV00448,EV00448,U014,BONKERS_14702758953324,Likes,,2026-08-15T18:03:07.985718,2026-08-15T18:03:07.985718
EV00449,EV00449,U037,BONKERS_14702758953324,Likes,,2026-08-13T23:11:05.563818,2026-08-13T23:11:05.563818
EV00450,EV00450,U009,BONKERS_14702758953324,DisLikes,,2026-08-11T21:15:55.480912,2026-08-11T21:15:55.480912
EV00451,EV00451,U016,BONKERS_14702758953324,Likes,,2026-08-17T23:37:48.632429,2026-08-17T23:37:48.632429
EV00452,EV00452,U078,BONKERS_14702758953324,AddToCart,,2026-08-11T23:46:30.320766,2026-08-11T23:46:30.320766
EV00453,EV00453,U042,BONKERS_14702758953324,Likes,,2026-08-15T17:50:35.061132,2026-08-15T17:50:35.061132
EV00454,EV00454,U066,BONKERS_14702758953324,Likes,,2026-08-14T01:27:11.201368,2026-08-14T01:27:11.201368
